episodes,mean 100 episode reward,% time spent exploring,steps,reward
822,-200.0,9,164197,-200.0
823,-200.0,9,164397,-200.0
824,-200.0,9,164597,-200.0
825,-200.0,9,164797,-200.0
826,-200.0,9,164997,-200.0
827,-200.0,9,165197,-200.0
828,-200.0,9,165397,-200.0
829,-200.0,9,165597,-200.0
830,-200.0,9,165797,-200.0
831,-200.0,9,165997,-200.0
832,-200.0,9,166197,-200.0
833,-200.0,9,166397,-200.0
834,-200.0,9,166597,-200.0
835,-200.0,9,166797,-200.0
836,-200.0,9,166997,-200.0
837,-200.0,9,167197,-200.0
838,-200.0,9,167397,-200.0
839,-200.0,9,167597,-200.0
840,-200.0,9,167797,-200.0
841,-200.0,9,167997,-200.0
842,-200.0,9,168197,-200.0
843,-200.0,9,168397,-200.0
844,-200.0,9,168597,-200.0
845,-200.0,9,168797,-200.0
846,-200.0,9,168997,-200.0
847,-200.0,9,169197,-200.0
848,-200.0,9,169397,-200.0
849,-200.0,9,169597,-200.0
850,-200.0,9,169797,-200.0
851,-200.0,9,169997,-200.0
852,-200.0,9,170197,-200.0
853,-200.0,9,170397,-200.0
854,-200.0,9,170597,-200.0
855,-200.0,9,170797,-200.0
856,-200.0,9,170997,-200.0
857,-200.0,9,171197,-200.0
858,-200.0,9,171397,-200.0
859,-200.0,9,171597,-200.0
860,-200.0,9,171797,-200.0
861,-200.0,9,171997,-200.0
862,-200.0,9,172197,-200.0
863,-200.0,9,172397,-200.0
864,-200.0,9,172597,-200.0
865,-200.0,9,172797,-200.0
866,-200.0,9,172997,-200.0
867,-200.0,9,173197,-200.0
868,-200.0,9,173397,-200.0
869,-200.0,9,173597,-200.0
870,-200.0,9,173797,-200.0
871,-200.0,9,173997,-200.0
872,-200.0,9,174197,-200.0
873,-200.0,9,174397,-200.0
874,-200.0,9,174597,-200.0
875,-200.0,9,174797,-200.0
876,-200.0,9,174997,-200.0
877,-200.0,9,175197,-200.0
878,-200.0,9,175397,-200.0
879,-200.0,9,175597,-200.0
880,-200.0,9,175797,-200.0
881,-200.0,9,175997,-200.0
882,-200.0,9,176197,-200.0
883,-200.0,9,176397,-200.0
884,-200.0,9,176597,-200.0
885,-200.0,9,176797,-200.0
886,-200.0,9,176997,-200.0
887,-200.0,9,177197,-200.0
888,-200.0,9,177397,-200.0
889,-200.0,9,177597,-200.0
890,-200.0,9,177797,-200.0
891,-200.0,9,177997,-200.0
892,-200.0,9,178197,-200.0
893,-200.0,9,178397,-200.0
894,-200.0,9,178597,-200.0
895,-200.0,9,178797,-200.0
896,-200.0,9,178997,-200.0
897,-200.0,9,179197,-200.0
898,-200.0,9,179397,-200.0
899,-200.0,9,179597,-200.0
900,-200.0,9,179797,-200.0
901,-200.0,9,179997,-200.0
902,-200.0,9,180197,-200.0
903,-200.0,9,180397,-200.0
904,-200.0,9,180597,-200.0
905,-200.0,9,180797,-200.0
906,-200.0,9,180997,-200.0
907,-200.0,9,181197,-200.0
908,-200.0,9,181397,-200.0
909,-200.0,9,181597,-200.0
910,-200.0,9,181797,-200.0
911,-200.0,9,181997,-200.0
912,-200.0,9,182197,-200.0
913,-200.0,9,182397,-200.0
914,-200.0,9,182597,-200.0
915,-200.0,9,182797,-200.0
916,-200.0,9,182997,-200.0
917,-200.0,9,183197,-200.0
918,-200.0,9,183397,-200.0
919,-200.0,9,183597,-200.0
920,-200.0,9,183797,-200.0
921,-200.0,9,183997,-200.0
922,-200.0,9,184197,-200.0
923,-200.0,9,184397,-200.0
924,-200.0,9,184597,-200.0
